Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Piotr Domalewski,29570,14400,-15170
Dale Launer,152380,137176,-15204
Jack Heller,126960,111690,-15270
Jasmin Dizdar,25710,10440,-15270
Lee Woo-cheol,27790,12508,-15282
Kang Hyeong-cheol,43980,28690,-15290
Michael Knowles,17464,2170,-15294
Kim Ki-duk,18540,3234,-15306
Zhangke Jia,20596,5270,-15326
K.V. Anand,78266,62930,-15336
Scott Wheeler,29940,14592,-15348
Ivan Ayr,23562,8190,-15372
Robert Jan Westdijk,25950,10570,-15380
Marco Ponti,20260,4854,-15406
Corey Grant,18627,3212,-15415
Joan Micklin Silver,21160,5720,-15440
Jacob Thuesen,22862,7400,-15462
Stephen Gyllenhaal,24640,9115,-15525
Anant Mahadevan,17149,1594,-15555
Santiago Amigorena,18700,3142,-15558
Nicholas DiBella,25318,9750,-15568
Dmitriy Kiselev,81130,65554,-15576
Veiko Õunpuu,21180,5590,-15590
Klaus Menzel,15960,360,-15600
Gabriela Pichler,22910,7300,-15610
Bhushan Patel,26865,11185,-15680
Shana Betz,24940,9244,-15696
Marco Bechis,23128,7414,-15714
Karim Hussain,20920,5193,-15727
Po-Chih Leong,19129,3395,-15734
Eeshwar Nivas,34782,19041,-15741
Yung Chang,19470,3700,-15770
Steven Kastrissios,54070,38290,-15780
Stephen Kay,24490,8676,-15814
Eran Creevy,189535,173710,-15825
Malcolm Mowbray,32710,16871,-15839
Avi Nesher,20830,4978,-15852
Corneliu Porumboiu,81300,65440,-15860
Pjer Zalica,23220,7342,-15878
Daniel Lind Lagerlöf,21042,5112,-15930
Toshiyuki Kubooka,134022,118020,-16002
Åke Sandgren,22110,6048,-16062
Gary Jones,29210,13130,-16080
Doug Pray,29192,13084,-16108
Gábor Reisz,46410,30237,-16173
David Freyne,94210,78020,-16190
Noble Jones,23890,7678,-16212
Andrea Segre,17688,1388,-16300
Zero Chou,17472,1134,-16338
Lisa Aschan,24080,7720,-16360
Blayne Weaver,27082,10720,-16362
Phillip Rhee,24910,8542,-16368
Kevin Willmott,27127,10660,-16467
Antony Cordier,24500,8010,-16490
Zhora Kryzhovnikov,25660,9130,-16530
Jean Becker,21920,5350,-16570
Hong Khaou,39868,23280,-16588
Valeriya Gay Germanika,18213,1598,-16615
Alberto Mar,19440,2800,-16640
Doze Niu,25516,8870,-16646
Brian Trenchard-Smith,65270,48590,-16680
David Gregory,20064,3384,-16680
Anthony Marciano,34100,17330,-16770
Sandy Tung,27290,10516,-16774
Michaël Youn,30208,13390,-16818
Daniel Schmidt,23250,6377,-16873
Robert Ben Garant,381778,364780,-16998
Kôki Mitani,21060,4022,-17038
Mary Harron,71270,54230,-17040
Anthony Wonke,20139,3084,-17055
Vera Chytilová,18527,1446,-17081
David G. Evans,30861,13770,-17091
Sean Cisterna,24335,7230,-17105
Jan Hrebejk,33175,16044,-17131
Riad Sattouf,44110,26930,-17180
James Glickenhaus,22760,5531,-17229
Krisztina Goda,32660,15377,-17283
Suneel Darshan,22404,5088,-17316
Rolf Schübel,33874,16537,-17337
Dheeraj Akolkar,17800,436,-17364
Sung-hee Jo,46040,28658,-17382
Dae-wung Lim,26250,8836,-17414
Umesh Mehra,27898,10476,-17422
Adrian Grunberg,1117490,1100030,-17460
Lauren Greenfield,43804,26330,-17474
Arild Fröhlich,23738,6218,-17520
Dusan Milic,22450,4914,-17536
Alain Chabat,47870,30260,-17610
Dominik Moll,95834,78200,-17634
Mark Piznarski,89010,71360,-17650
Srijit Mukherji,41514,23863,-17651
Josh Evans,20517,2850,-17667
Kentarô Hagiwara,39170,21495,-17675
Kôjirô Hashimoto,19830,2150,-17680
Shi-Zheng Chen,36660,18930,-17730
Lucio Fulci,30912,13170,-17742
Kônosuke Uda,27710,9945,-17765
Fenar Ahmad,54650,36880,-17770
Michael Haneke,187810,170020,-17790
Kevin Carraway,34478,16670,-17808
Bedran Güzel,67860,50013,-17847
Jesse Thomas Cook,24479,6620,-17859
Denis Dercourt,22833,4952,-17881
Steven Bernstein,33180,15282,-17898
Kheiron,27020,9120,-17900
Laís Bodanzky,40458,22550,-17908
Lee Su-jin,27380,9468,-17912
Storm Ashwood,23520,5601,-17919
Massimiliano Bruno,34090,16160,-17930
Cao Hamburger,37305,19300,-18005
Marvin Kren,59310,41250,-18060
Yves Angelo,20790,2680,-18110
Rick Stevenson,21200,3080,-18120
Patrik Syversen,44400,26243,-18157
Xavier Koller,22550,4350,-18200
Greg A. Sager,23970,5716,-18254
Rory Kelly,28230,9950,-18280
Florent-Emilio Siri,29130,10774,-18356
Navdeep Singh,89353,70924,-18429
Adrián Biniez,21890,3232,-18658
Sophon Sakdaphisit,31440,12760,-18680
Andy Palmer,30272,11581,-18691
Jim Hosking,85480,66760,-18720
Kurando Mitsutake,20230,1460,-18770
Yong-ki Jeong,20910,2094,-18816
Craig Shapiro,51740,32860,-18880
David Morley,42670,23790,-18880
James Huth,27458,8570,-18888
Ki-hyeong Park,35120,16195,-18925
Kevin Sorbo,32450,13501,-18949
Maarten Treurniet,36650,17670,-18980
Tudor Giurgiu,32490,13428,-19062
Errol Morris,28316,9224,-19092
Alison Eastwood,42740,23636,-19104
Roeland Kerbosch,48470,29362,-19108
John Sayles,27310,8180,-19130
Christopher Sun,29500,10350,-19150
Dariush Mehrjui,26429,7238,-19191
Luis Ismael,22243,3051,-19192
Erwin Wagenhofer,24790,5566,-19224
Nir Bergman,24930,5640,-19290
Alan Yuen,30460,11140,-19320
Don Roos,217800,198440,-19360
Alper Mestçi,35597,16218,-19379
Aziz Mirza,101209,81814,-19395
Carlos Reygadas,40010,20590,-19420
Jun-Soo Park,41770,22300,-19470
John Glen,32035,12530,-19505
Lance W. Dreesen,28140,8540,-19600
Miguel Ángel Vivas,76599,56960,-19639
Dharani,59849,40188,-19661
Jonas Alexander Arnby,40480,20810,-19670
Clay Borris,21080,1364,-19716
Nobuhiro Doi,46478,26744,-19734
Colin Nutley,32290,12540,-19750
Hubert Sauper,23168,3388,-19780
Igor Zaytsev,32770,12970,-19800
Jordan Roberts,44810,25008,-19802
Onur Ünlü,40957,21134,-19823
Donatas Ulvydas,30680,10856,-19824
Romuald Karmakar,21196,1361,-19835
Lucy Walker,25027,5150,-19877
Nathaniel Kahn,33250,13360,-19890
Clio Barnard,63820,43900,-19920
Biray Dalkiran,22814,2848,-19966
Pieter Van Hees,23646,3610,-20036
Alexandra Dean,43190,23147,-20043
Seth Grossman,45936,25832,-20104
In-ho Hwang,37010,16900,-20110
Dagen Merrill,44360,24200,-20160
Mehdi Ben Attia,22270,2106,-20164
Roger Nygard,27768,7540,-20228
Maryam Keshavarz,56259,36030,-20229
Shana Feste,94920,74680,-20240
Dana Brown,24334,4027,-20307
Kentarô Ohtani,20762,439,-20323
Andrew Fleming,136900,116450,-20450
Mika Ninagawa,26302,5774,-20528
Aparna Sen,30608,10068,-20540
Tobi Baumann,30890,10320,-20570
Henry Miller,78532,57950,-20582
Josh Boone,921090,900500,-20590
Dick Maas,48679,28060,-20619
Richard Levine,36010,15370,-20640
Banjong Pisanthanakun,48385,27740,-20645
Zoe R. Cassavetes,71200,50497,-20703
Ryan Nicholson,22647,1908,-20739
Barbara Kopple,22930,2179,-20751
Vlad Yudin,22728,1968,-20760
Thomas Riedelsheimer,24740,3944,-20796
David Charhon,34885,14088,-20797
Ademir Kenovic,24120,3300,-20820
Nikos Nikolaidis,27940,7078,-20862
David A.R. White,30124,9230,-20894
Rachel Ward,32970,12010,-20960
Nicolo Donato,33950,12971,-20979
Juan Piquer Simón,27840,6807,-21033
Luca Lucini,24499,3465,-21034
Joel Soisson,26364,5305,-21059
Wael Ihsan,24690,3627,-21063
Tetsurô Araki,37400,16310,-21090
Samira Makhmalbaf,27600,6450,-21150
Todd Louiso,86340,65140,-21200
Duane Adler,30338,9120,-21218
Theo Love,29004,7740,-21264
Sang-Jin Kim,22984,1698,-21286
Dominic James,27310,6022,-21288
Gérard Lauzier,29110,7810,-21300
Gerard Johnson,35606,14174,-21432
Prakash Jha,59062,37595,-21467
Jeff Kanew,55130,33650,-21480
Anne Sewitsky,32580,11040,-21540
Wagner de Assis,36020,14479,-21541
Yang Zhang,22795,1019,-21776
Smeep Kang,24203,2422,-21781
Roger Christian,31430,9634,-21796
Phil Davis,75000,53151,-21849
Gregory Read,55290,33414,-21876
Sergio Cabrera,28190,6238,-21952
Togan Gökbakar,112608,90610,-21998
Rajiv Rai,43804,21779,-22025
Rudy Soedjarwo,22477,431,-22046
Roman Karimov,29736,7604,-22132
Rick King,27800,5645,-22155
Warren P. Sonoda,27151,4981,-22170
Tarek Boudali,41390,19220,-22170
Olly Blackburn,115850,93660,-22190
Chaitanya Tamhane,52950,30740,-22210
Ana Kokkinos,32784,10530,-22254
Leslie Iwerks,29960,7679,-22281
Stephan Lacant,181368,159086,-22282
Fen-fen Cheng,27316,5021,-22295
Christopher Hampton,57860,35510,-22350
Charles Band,25180,2798,-22382
Granz Henman,32720,10325,-22395
Kevin Asch,52610,30160,-22450
Pascale Pouzadoux,25839,3290,-22549
Renpei Tsukamoto,25517,2968,-22549
Cosima Dannoritzer,23200,650,-22550
Lowell Dean,31830,9224,-22606
Kaare Andrews,106320,83680,-22640
Sergio Stivaletti,24850,2180,-22670
Adrian Shergold,57040,34356,-22684
Anders Banke,42140,19450,-22690
Vic Sarin,23536,786,-22750
Shaad Ali,78870,56100,-22770
Jerzy Hoffman,43778,20990,-22788
Irene Taylor,55903,33112,-22791
Reha Erdem,35908,13111,-22797
Philip Adrian Booth,42954,20077,-22877
Brett Simmons,85686,62800,-22886
Benito Zambrano,38870,15950,-22920
Sergio Machado,31195,8255,-22940
Marcelo Gomes,30630,7682,-22948
Rob Walker,23590,600,-22990
Barbara Topsøe-Rothenborg,29133,6120,-23013
Nikita Mikhalkov,34850,11800,-23050
Tigmanshu Dhulia,30265,7215,-23050
Michael Philip,27820,4723,-23097
Alain Corneau,79570,56450,-23120
Paul Soter,66930,43780,-23150
Heitor Dhalia,28150,4844,-23306
Daniel Auteuil,42410,19100,-23310
Isabelle Mergault,31300,7925,-23375
Jan Sverák,32400,8990,-23410
Joe Nussbaum,180740,157310,-23430
Wladyslaw Pasikowski,38296,14860,-23436
Harley Wallen,38206,14737,-23469
Peter Dalle,33607,10003,-23604
Josh C. Waller,45596,21976,-23620
Michael Madsen,31180,7550,-23630
Jérôme Salle,85740,62010,-23730
Sean McNamara,30274,6514,-23760
Sarik Andreasyan,37330,13562,-23768
Jayson Thiessen,79930,56086,-23844
Jean-Xavier de Lestrade,45220,21357,-23863
Josiane Balasko,31215,7330,-23885
Maurice Pialat,33190,9124,-24066
Gregor Schnitzler,37590,13502,-24088
Dean Francis,39900,15810,-24090
Antonio Serrano,31090,6979,-24111
Frédéric Forestier,29020,4886,-24134
Charles Burnett,29230,5035,-24195
Özcan Deniz,47278,22998,-24280
Xiaolu Xue,27650,3300,-24350
Jérôme Cohen-Olivar,78893,54346,-24547
Hector Babenco,35490,10929,-24561
Michele Soavi,33880,9280,-24600
Rama Burshtein,39990,15380,-24610
Robert Vince,27570,2831,-24739
Michael Rowe,28100,3346,-24754
Steven Shainberg,102389,77630,-24759
Andrea Molaioli,38940,14180,-24760
Christopher Erskin,84260,59474,-24786
Takehiko Shinjô,28213,3415,-24798
Thomas Gilou,35129,10324,-24805
Hiroyuki Nakano,27620,2807,-24813
Anna Muylaert,40592,15690,-24902
Hervé Palud,37628,12631,-24997
Jon Knautz,66670,41670,-25000
Tian-Ming Wu,34760,9740,-25020
Alejandro Chomski,25840,816,-25024
Simon Moore,50960,25910,-25050
Patrick Read Johnson,39490,14370,-25120
George Clooney,921520,896360,-25160
Scott Glosserman,255090,229890,-25200
Eduardo Rodriguez,31534,6290,-25244
Wisit Sasanatieng,29190,3891,-25299
Steve Anderson,42990,17654,-25336
Frédéric Tcheng,40510,15160,-25350
Bill Forsyth,42720,17366,-25354
Jae-eun Jeong,25980,616,-25364
James Melkonian,53480,28100,-25380
Joo-hwan Kim,67922,42520,-25402
Álvaro de Armiñán,36530,11071,-25459
Turner Clay,31690,6025,-25665
Zheng Xu,36965,11288,-25677
Anjelica Huston,48220,22350,-25870
Frédéric Beigbeder,50810,24932,-25878
Maria Maggenti,50980,25060,-25920
Bigas Luna,42810,16800,-26010
Stanley Kwan,27340,1314,-26026
Martín Rosete,31320,5230,-26090
Raj Kanwar,56582,30469,-26113
Barnet Kellman,40020,13880,-26140
Michael Verhoeven,27600,1457,-26143
Atom Egoyan,37730,11540,-26190
Rintarô,28220,1930,-26290
Cãtãlin Mitulescu,32320,5912,-26408
Leonardo Pieraccioni,35472,9017,-26455
Ajmal Zaheer Ahmad,38738,12180,-26558
Maria de Medeiros,27408,811,-26597
Roland Joffé,56370,29750,-26620
Nicholas Verso,38867,12130,-26737
John Butler,44980,18210,-26770
Marcos Prado,30920,4126,-26794
Jordan Brady,46887,20045,-26842
Jeff Renfroe,34500,7630,-26870
Victor Nunez,32750,5866,-26884
Zacharias Kunuk,68730,41818,-26912
Jack Sholder,31670,4700,-26970
Éva Gárdos,46040,19060,-26980
Samuel Maoz,107809,80720,-27089
Takashi Shimizu,40850,13760,-27090
Kenji Nagasaki,125980,98820,-27160
Jake Scott,104700,77510,-27190
Bruno Dumont,35270,7860,-27410
Marcus Adams,60330,32900,-27430
Karl Markovics,30300,2770,-27530
John Dower,49822,22280,-27542
Charles Herman-Wurmfeld,157132,129531,-27601
Peter Landesman,175280,147660,-27620
Helmut Dietl,37086,9460,-27626
Dario Argento,80920,53270,-27650
Pierre Coré,30980,3290,-27690
Anthony Fabian,37280,9526,-27754
Staffan Lindberg,41717,13940,-27777
Cherien Dabis,36920,9040,-27880
Marleen Gorris,39066,11130,-27936
Charles S. Dutton,74430,46466,-27964
Terence Hill,42560,14556,-28004
Cheryl Dunye,37080,8996,-28084
Aleksi Mäkelä,34607,6347,-28260
Eric England,61246,32984,-28262
Pat Holden,81720,53400,-28320
Ulf Malmros,41031,12618,-28413
Edoardo Maria Falcone,44720,16272,-28448
Anthony Waller,67960,39460,-28500
Young-Tak Kim,48060,19486,-28574
Tom Hanks,738110,709520,-28590
Charles Philip Moore,32850,4240,-28610
Ondrej Trojan,34002,5324,-28678
Franck Mancuso,37670,8960,-28710
Noriyuki Abe,46032,17225,-28807
Pierre Morel,740270,711350,-28920
Junji Shimizu,49260,20320,-28940
Anil Sharma,64999,36020,-28979
Laurent Firode,39490,10493,-28997
Bejoy Nambiar,83446,54225,-29221
Stanley Nelson,39757,10535,-29222
Vicente Aranda,34460,5224,-29236
Cory Finley,465510,436150,-29360
Ron Fricke,410660,381190,-29470
David L. Cunningham,47477,17890,-29587
Debbie Isitt,42910,13322,-29588
Kamen Kalev,31960,2330,-29630
Lance Mungia,80000,50360,-29640
Mostofa Sarwar Farooki,37392,7646,-29746
Alexandre Rockwell,43930,14110,-29820
Hong-Seung Yoon,31820,1980,-29840
Pernilla August,44140,14280,-29860
Stijn Coninx,44030,14100,-29930
A.R. Murugadoss,103864,73810,-30054
Rahul Rawail,37355,7297,-30058
Mikkel Brænne Sandemose,45950,15870,-30080
Eric Valette,45480,15394,-30086
Teresa Fabik,49410,19293,-30117
Lucian Pintilie,38400,8280,-30120
Hiroshi Nishitani,33016,2890,-30126
Kurt Kuenne,205229,175080,-30149
Daisuke Nishio,79560,49290,-30270
Byambasuren Davaa,35400,5000,-30400
Matt Aselton,99600,69160,-30440
Ron Scalpello,48910,18430,-30480
Bahman Ghobadi,89420,58926,-30494
Michael David Pate,53773,23256,-30517
Shunji Iwai,38884,8314,-30570
Gerhard Hahn,83860,53274,-30586
Juha Wuolijoki,47030,16411,-30619
Eliseo Subiela,41300,10611,-30689
Sam Pillsbury,42010,11190,-30820
Cesc Gay,63240,32410,-30830
Marco Berger,45380,14480,-30900
Nick Powell,143340,112440,-30900
György Pálfi,38900,7940,-30960
Ana Lily Amirpour,387430,356460,-30970
A.L. Vijay,35136,4044,-31092
John Bailey,62676,31553,-31123
Robert Lieberman,56050,24920,-31130
Charles Nemes,45708,14577,-31131
Mark Steven Johnson,222430,191240,-31190
Jeff Balsmeyer,52440,21250,-31190
Eric Amadio,86030,54698,-31332
Étienne Chatiliez,37340,5966,-31374
Hur Jin-ho,39300,7818,-31482
Anne Goursaud,69630,38126,-31504
Hella Joof,37950,6430,-31520
David Grieco,35490,3964,-31526
David Wnendt,57260,25670,-31590
Mike Mitchell,801540,769940,-31600
Brian Herzlinger,35380,3769,-31611
Scott Dow,35490,3850,-31640
Martin Bourboulon,48320,16670,-31650
Federico Moccia,49023,17372,-31651
David Oelhoffen,62198,30400,-31798
Paul Fox,55990,24184,-31806
Jin-gyu Cho,35060,3225,-31835
James Nunn,48750,16910,-31840
Vikram K. Kumar,76938,45070,-31868
Steven Sheil,64880,32990,-31890
Vikram Bhatt,49374,17440,-31934
John Stalberg Jr.,78980,47020,-31960
Lawrence Guterman,626840,594830,-32010
Rémi Chayé,39260,7190,-32070
Luiso Berdejo,161630,129522,-32108
Lynne Stopkewich,39970,7771,-32199
Hajime Kamegaki,48390,16090,-32300
Murat Aslan,56003,23696,-32307
Carlos Saura,33450,1058,-32392
Christopher Coppola,34136,1738,-32398
Emer Reynolds,45950,13526,-32424
Khyentse Norbu,34090,1626,-32464
Michael Cimino,84850,52290,-32560
Matt Kugelman,67030,34358,-32672
Sung-ho Kim,36230,3530,-32700
Carl Franklin,112944,80241,-32703
Boris Malagurski,45440,12736,-32704
Stephen Elliott,109810,77006,-32804
Arnaud des Pallières,46498,13670,-32828
Nancy Meckler,36740,3748,-32992
Sheng Ding,36102,3070,-33032
Joon-Hwan Jang,87350,54290,-33060
Rigoberto Castañeda,35830,2740,-33090
Grant Harvey,104513,71420,-33093
Grant Gee,37077,3977,-33100
Stefan Schwartz,40560,7431,-33129
Émile Gaudreault,43508,10356,-33152
Daryn Tufts,59990,26834,-33156
Lauro David Chartrand-Del Valle,47240,14056,-33184
Gabriel Range,56300,23060,-33240
Hayao Miyazaki,1026590,993300,-33290
Wen Jiang,55520,22185,-33335
Michael Walker,36570,2960,-33610
Dover Koshashvili,35550,1810,-33740
Christophe Van Rompaey,43150,9398,-33752
Bill Couturié,71814,38021,-33793
Sebastián Silva,52466,18642,-33824
Anna Odell,51390,17526,-33864
Lawrence D'Souza,39784,5798,-33986
Paul Mazursky,52340,18306,-34034
Michael Gottlieb,102250,68150,-34100
Yen-Ping Chu,35448,1320,-34128
Vincent Bal,38666,4504,-34162
Hans-Christian Schmid,44340,10020,-34320
Régis Roinsard,127340,92980,-34360
Jafar Panahi,82640,48260,-34380
Frédéric Fonteyne,46038,11520,-34518
Jeff Baena,239270,204690,-34580
Adam Simon,54600,19920,-34680
M.J. Bassett,132910,98050,-34860
Paul Auster,42150,7280,-34870
Anthony Chen,50060,15080,-34980
Mustafa Altioklar,58858,23823,-35035
David Green,72130,37060,-35070
Trevor White,63590,28499,-35091
Jean-Patrick Benes,44960,9840,-35120
Justin Kelly,59040,23820,-35220
Danishka Esterhazy,82725,47500,-35225
Miroslav Momcilovic,42804,7400,-35404
Billy Kent,58716,23310,-35406
Conor Allyn,49370,13780,-35590
Shôhei Imamura,64160,28560,-35600
Shashank Khaitan,140920,105220,-35700
James Moll,57970,21928,-36042
William Lustig,86890,50820,-36070
Robert Radler,43604,7423,-36181
Peter Greenaway,67340,31090,-36250
Dennis Gansel,44850,8560,-36290
Dmitriy Dyachenko,38160,1690,-36470
Tsai Ming-liang,55670,19180,-36490
Fernando Eimbcke,46380,9880,-36500
Alison Klayman,45290,8630,-36660
Raman Hui,57030,20360,-36670
Doug McHenry,47040,10220,-36820
Harvey Glazer,74090,37212,-36878
Gianni Di Gregorio,43030,6140,-36890
Steve Buscemi,176530,139580,-36950
Megan Griffiths,67282,30302,-36980
Christian Frei,38773,1758,-37015
Chris Baugh,87400,50380,-37020
H. Vinoth,143460,106310,-37150
Peter Hyams,104210,66810,-37400
Greg Beeman,51960,14520,-37440
Christian Zübert,49190,11748,-37442
Maria Blom,41900,4419,-37481
Siddiq Barmak,95410,57926,-37484
William Friedkin,64230,26670,-37560
Melanie Mayron,62230,24640,-37590
Anthony Mandler,66720,29051,-37669
Jan Svankmajer,43070,5240,-37830
Jonathan English,41212,3380,-37832
Daniel Schechter,46752,8800,-37952
Sue Brooks,47982,9984,-37998
Dan Bush,86532,48337,-38195
Ömer Vargi,182414,144145,-38269
Antoinette Beumer,61130,22730,-38400
Jannicke Systad Jacobsen,87603,49095,-38508
Vincent Masciale,56830,18292,-38538
Jason Connery,52395,13820,-38575
Jaume Balagueró,77110,38530,-38580
Rob Stewart,50400,11724,-38676
Ondi Timoner,53936,15236,-38700
Paul Solet,82350,43598,-38752
Kent Jones,72010,33251,-38759
Marcus H. Rosenmüller,41877,2930,-38947
Brett Harvey,51945,12930,-39015
Hirotsugu Kawasaki,51720,12680,-39040
Kit Ryan,66710,27656,-39054
Daniel Petrie,66990,27900,-39090
Terry Zwigoff,216460,177360,-39100
Michel Leclerc,50420,11305,-39115
Bill Guttentag,51630,12504,-39126
Jay Lee,62068,22684,-39384
Su-chang Kong,58450,19060,-39390
Sebastian Schipper,49000,9500,-39500
Marina de Van,57420,17904,-39516
Yaron Zilberman,47824,8270,-39554
Carlos Marques-Marcet,49070,9476,-39594
Anthony C. Ferrante,53860,14220,-39640
Mitch Davis,47400,7612,-39788
Desmond Nakano,51970,12181,-39789
Horatiu Malaele,70360,30535,-39825
Michael Berry,84470,44365,-40105
Mark Waters,88450,48320,-40130
Norman Jewison,95840,55620,-40220
Damien O'Donnell,200720,160490,-40230
Leslie Small,49976,9602,-40374
Kunal Kohli,63010,22560,-40450
Ludovic Bernard,52640,12150,-40490
Daniel Sánchez Arévalo,86110,45590,-40520
Takeshi Kitano,75280,34720,-40560
Mark Penney,59566,18955,-40611
Martha Coolidge,54680,14020,-40660
Éric Rohmer,57940,17220,-40720
Scott Schirmer,46952,6212,-40740
Heywood Gould,45490,4670,-40820
Olivier Van Hoofstadt,56350,15380,-40970
Byung-woo Kim,56285,15170,-41115
Pawan Kumar,82951,41712,-41239
Huck Botko,53520,12257,-41263
Stephan Apelgren,50820,9521,-41299
Srdjan Koljevic,57470,16040,-41430
Julie Gavras,52100,10640,-41460
Erick Zonca,77770,36300,-41470
Dharmesh Darshan,59863,18380,-41483
Zeki Demirkubuz,67882,26282,-41600
Stian Kristiansen,50410,8771,-41639
Hyun-seung Lee,57006,15360,-41646
Talya Lavie,45320,3620,-41700
Tony Mitchell,71670,29844,-41826
Bill Fishman,45520,3625,-41895
Jorge Michel Grau,51030,9084,-41946
David Evans,117350,75166,-42184
Chris Kraus,53108,10800,-42308
Eric Meza,56330,13980,-42350
S.J. Suryah,53248,10759,-42489
Hae-sung Song,50256,7580,-42676
Sabbir Khan,81566,38880,-42686
Lee Joon-ik,48562,5770,-42792
James Lapine,55330,12520,-42810
Sean Penn,98280,55410,-42870
Dan Harris,100410,57535,-42875
John Geddes,46920,3880,-43040
Pradeep Sarkar,68540,24992,-43548
Mani Ratnam,112584,69000,-43584
Takashi Koizumi,44920,1202,-43718
Carlos Sorin,54000,10280,-43720
Dror Moreh,53134,9400,-43734
Richard Eyre,191640,147900,-43740
Bora Dagtekin,116963,73104,-43859
Radha Krishna Jagarlamudi,60664,16675,-43989
Vishal Bhardwaj,91309,46982,-44327
Philippe Lacheau,100530,56070,-44460
Hyeong-Joon Kim,94980,50480,-44500
Ferzan Özpetek,72350,27610,-44740
Mike Clattenburg,68397,23548,-44849
Bala,51461,6586,-44875
Rodrigo Plá,56870,11680,-45190
Géla Babluani,180500,135308,-45192
Koldo Serra,58360,12760,-45600
Haim Tabakman,65780,20133,-45647
Guillaume Gallienne,80630,34940,-45690
Alejandro Lozano,57740,12020,-45720
Daniel Myrick,76365,30621,-45744
Q. Allan Brocka,63970,18225,-45745
Seiji Mizushima,121300,75448,-45852
Sophie Fiennes,58890,12940,-45950
Blake Edwards,105390,59330,-46060
Fazil,51653,5556,-46097
John Henderson,48720,2606,-46114
Kevin James Dobson,49910,3705,-46205
Daniel Grou,62882,16500,-46382
Gautham Vasudev Menon,66890,20490,-46400
Dan Rosen,64060,17570,-46490
Bharathan,55770,9075,-46695
Sven Unterwaldt Jr.,48991,1980,-47011
John Herzfeld,217920,170860,-47060
Markus Schleinzer,51280,4110,-47170
John Stephenson,55100,7910,-47190
Jean-François Pouliot,54770,7529,-47241
Christopher Cain,53950,6600,-47350
Casey La Scala,134170,86360,-47810
Michael Tolkin,60460,12640,-47820
Jeffrey G. Hunt,71090,23110,-47980
Zdravko Sotra,60040,11895,-48145
James Dearden,59590,11430,-48160
Chookiat Sakveerakul,51884,3667,-48217
Tom Gustafson,58940,10573,-48367
Alexandre Castagnetti,52970,4568,-48402
Fausto Brizzi,53890,5324,-48566
Ezio Greggio,60450,11860,-48590
Arne Glimcher,59720,11126,-48594
Feo Aladag,55650,6940,-48710
Salim Akil,115470,66650,-48820
Yoshiaki Kawajiri,408630,359740,-48890
Marek Kanievska,64200,15310,-48890
Chris Crow,60536,11610,-48926
Mike Gunther,53470,4400,-49070
David Moreton,71220,22088,-49132
Tomohiko Itô,90090,40690,-49400
Julian Pölsler,71670,21993,-49677
Wolfgang Büld,52820,3010,-49810
Enrique Gato,91290,41320,-49970
Brian Knappenberger,93846,43860,-49986
Emily Ting,62270,12200,-50070
Urszula Antoniak,53850,3688,-50162
Shane Abbess,142790,92570,-50220
Ljubisa Samardzic,51150,908,-50242
Nicolás López,58384,8001,-50383
Tyler Shields,168540,118116,-50424
Jason Stone,92280,41820,-50460
Maya Forbes,170660,120130,-50530
Ezel Akay,130395,79530,-50865
Mahsun Kirmizigül,80758,29460,-51298
Robert Townsend,57022,5665,-51357
Tom Green,514990,463527,-51463
Vic Armstrong,62620,10820,-51800
Ken Scott,137508,85620,-51888
Özcan Alper,68660,16560,-52100
Yu Shan Chen,60840,8610,-52230
Aaron Norris,81710,29410,-52300
R.J. Cutler,80070,27690,-52380
Dragan Bjelogrlic,130380,77750,-52630
Pyotr Buslov,74412,21675,-52737
Damian Harris,79780,26890,-52890
Tarsem Singh,1093940,1040860,-53080
Tinu Suresh Desai,232378,179246,-53132
Todd Berger,93573,40250,-53323
Pavel Chukhray,56420,3058,-53362
William Butler,55906,2225,-53681
Tassos Boulmetis,134357,80650,-53707
Takashi Yamazaki,81770,27636,-54134
Shoaib Mansoor,95234,40892,-54342
David A. Armstrong,74420,19574,-54846
Kwang-Hyun Park,75550,20563,-54987
Peter Markle,62100,7094,-55006
Vijay Krishna Acharya,275295,219970,-55325
Drake Doremus,130308,74900,-55408
Goran Markovic,61460,5685,-55775
Bryce Wagoner,81170,25338,-55832
Claude Sautet,106760,50790,-55970
William H. Macy,195020,138892,-56128
Breno Silveira,62820,6647,-56173
Florin Serban,59046,2686,-56360
Chris Sparling,93560,37130,-56430
Frank D'Angelo,77019,20531,-56488
Shinji Aramaki,185570,129060,-56510
Marcus Baldini,80190,23350,-56840
Nicole Kassell,354370,297410,-56960
Don McKellar,101570,44580,-56990
Bob Hathcock,287360,229982,-57378
Tim Fywell,79990,22520,-57470
Ho-joon Kim,59450,1964,-57486
Christian Charles,69317,11818,-57499
Srdjan Dragojevic,128156,70440,-57716
Helen Hunt,102400,44520,-57880
Adam Gierasch,73680,15780,-57900
Joe Lynch,215760,157820,-57940
Yves Robert,63725,5524,-58201
Bobby Roe,105960,47750,-58210
Mike Leigh,113280,54800,-58480
Charles Robert Carner,65630,6980,-58650
Woody Allen,154190,95530,-58660
Christian Alvart,72902,14170,-58732
Nathan Frankowski,65734,6246,-59488
Julien Rambaldi,62335,2760,-59575
Jerry Zaks,301000,241150,-59850
Oliver Parker,101940,42060,-59880
