Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Manuel Pradal,27880,25938,-1942
Yasuichirô Yamamoto,54414,52437,-1977
Carlo Verdone,37260,35257,-2003
Hansal Mehta,210094,208075,-2019
Nayato Fio Nuala,2554,527,-2027
Jeff Hare,18964,16917,-2047
Stephen Low,8180,6083,-2097
Patrick Kong,4417,2303,-2114
Lawrence Lanoff,8207,6082,-2125
Lucas Lowe,39123,36981,-2142
Joel Soisson,64282,62110,-2172
Henri Charr,4937,2743,-2194
Joe Ma,7322,5021,-2301
Ruben Preuss,10777,8475,-2302
Peter Maris,10108,7717,-2391
Mike Sedan,8352,5790,-2562
Hanno Olderdissen,18773,16175,-2598
Mark Polonia,9514,6880,-2634
David Stoten,10908,8215,-2693
Jonathan Heap,14310,11584,-2726
Laurent Cantet,59771,57025,-2746
Raúl Ruiz,10384,7629,-2755
Lawrence Ah-Mon,8094,5277,-2817
Aurelio Grimaldi,6246,3422,-2824
Jeffrey Reiner,23329,20489,-2840
Kazuya Shiraishi,16639,13784,-2855
Kôichi Sakamoto,6079,3219,-2860
Yoshihiro Fukagawa,5677,2809,-2868
Nikolay Khomeriki,27076,24177,-2899
Léa Pool,14081,11173,-2908
Vidhu Vinod Chopra,142533,139516,-3017
Louisa Warren,12419,9349,-3070
Chris Menges,52966,49888,-3078
Ning Hao,53010,49905,-3105
Takeshi Furusawa,17375,14239,-3136
Marion Hänsel,8442,5274,-3168
Luca Bercovici,16939,13750,-3189
Jan Jakub Kolski,9992,6792,-3200
Alex Tsitsilin,62800,59550,-3250
Ventura Pons,5619,2367,-3252
Daniel Alfredson,29738,26486,-3252
Mac Alejandre,5132,1860,-3272
Terence H. Winkless,15871,12521,-3350
Cirio H. Santiago,8693,5335,-3358
Je-yong Lee,24431,21020,-3411
Sharunas Bartas,17566,14128,-3438
Gaël Morel,24333,20807,-3526
Nana Dzhordzhadze,26116,22423,-3693
Robert Kubilos,18968,15150,-3818
Hugh Hudson,92844,89017,-3827
Denis Chernov,12432,8542,-3890
Lyndon Chubbuck,39280,35319,-3961
Nikolaus Geyrhalter,14183,10078,-4105
Claus Bjerre,10220,5958,-4262
Damian Chapa,9152,4881,-4271
Pascal Bonitzer,17956,13554,-4402
Daniel Zirilli,28289,23885,-4404
Radu Muntean,54367,49933,-4434
E.V.V. Satyanarayana,6201,1762,-4439
Ettore Scola,21480,17035,-4445
André van Heerden,18187,13735,-4452
Tomonori Sudô,74256,69750,-4506
Masaaki Yuasa,107692,102903,-4789
Yukihiko Tsutsumi,17026,12232,-4794
Federico Veiroj,16346,11515,-4831
Pascal Thomas,20621,15701,-4920
Strathford Hamilton,12000,6975,-5025
Harry Bromley Davenport,41506,36448,-5058
Radu Jude,36424,31300,-5124
Arthur Allan Seidelman,26094,20854,-5240
Robert Malenfant,16515,11229,-5286
Aaron Mirtes,21695,16380,-5315
Phil Grabsky,6466,1125,-5341
Mathieu Amalric,51784,46433,-5351
Israel Adrián Caetano,50852,45341,-5511
Jûzô Itami,19749,14206,-5543
Fernando E. Solanas,16334,10768,-5566
Rick Sloane,11503,5912,-5591
Stanley Kwan,37121,31488,-5633
Pierre Jolivet,16706,10886,-5820
Alessio Maria Federici,19337,13492,-5845
Richard Griffin,8787,2936,-5851
Bent Hamer,41943,36059,-5884
Ernesto Díaz Espinoza,34884,28954,-5930
Henry Jaglom,11964,5909,-6055
Mahamat-Saleh Haroun,17762,11700,-6062
Yuki Tanada,17914,11735,-6179
André Téchiné,43845,37649,-6196
Chi-Leung Law,37761,31531,-6230
Mimmo Calopresti,10497,4159,-6338
Jim McBride,33488,27090,-6398
Sherif Arafa,59027,52553,-6474
Rob Pallatina,21250,14702,-6548
Alberto Rodriguez,14881,8294,-6587
Richard W. Munchkin,11081,4435,-6646
Thomas Imbach,10203,3535,-6668
James Erskine,27891,21190,-6701
Im Kwon-taek,12055,5288,-6767
Eric Schaeffer,94798,87960,-6838
Joe D'Amato,9503,2647,-6856
Stephen Poliakoff,90750,83858,-6892
Ben Sombogaart,46325,39427,-6898
Jonas Elmer,309657,302754,-6903
Lionel Baier,16730,9712,-7018
Mark Roper,12805,5782,-7023
Evan Tramel,8242,1213,-7029
Tsutomu Mizushima,15600,8563,-7037
Ermanno Olmi,21328,14263,-7065
Merzak Allouache,9772,2644,-7128
Aman Chang,8690,1528,-7162
Jacek Bromski,19507,12183,-7324
Mike Marzuk,16863,9481,-7382
Scott Marshall,90359,82975,-7384
Michael Kennedy,13787,6370,-7417
Jonathan Nossiter,16296,8763,-7533
Mikhail Red,36360,28728,-7632
Nabil Ayouch,59022,51246,-7776
Jesús Franco,13271,5394,-7877
João César Monteiro,25340,17453,-7887
Andrew Jones,28473,20506,-7967
Thomas Lilti,83270,75288,-7982
Peter Yates,42623,34620,-8003
Radek Bajgar,20200,12150,-8050
Raja Amari,13501,5428,-8073
Jim Strouse,242825,234724,-8101
Philippe Mora,12187,4017,-8170
David Mitchell,23284,15009,-8275
Stuart Gordon,287360,278960,-8400
Tristan Price,50537,42106,-8431
Albertina Carri,26149,17604,-8545
Peter Ho-Sun Chan,67813,59265,-8548
Gustavo Graef Marino,29189,20582,-8607
Kai-Ming Lai,11824,3086,-8738
Izuru Narushima,21874,13106,-8768
Hitoshi Yazaki,11414,2450,-8964
Philip Haas,58766,49791,-8975
Zdenek Troska,12140,3044,-9096
Wang Bing,16176,7073,-9103
Ho-Cheung Pang,26908,17800,-9108
Shaji Kailas,17069,7825,-9244
Jordan Barker,73483,64090,-9393
Iginio Straffi,36575,27179,-9396
Jack Neo,14992,5553,-9439
Lisa France,15884,6261,-9623
Kang Woo-suk,34686,25001,-9685
Mari Asato,22694,13007,-9687
Doris Dörrie,23180,13330,-9850
Brett Simmons,182496,172626,-9870
Nacho G. Velilla,69273,59377,-9896
Tonie Marshall,48010,37973,-10037
Iván Noel,14011,3962,-10049
Julien Leclercq,86200,76149,-10051
Stephen Shin,15091,5035,-10056
Jean Pellerin,28231,18126,-10105
Sidney J. Furie,43712,33311,-10401
Giulio Base,15979,5571,-10408
Mischa Kamp,23141,12575,-10566
Simon Fellows,123258,112607,-10651
Ryuta Tasaki,13514,2818,-10696
Douglas Jackson,19893,9180,-10713
Jean-Claude La Marre,23923,13111,-10812
Miguel Gomes,54407,43574,-10833
Pierre-François Martin-Laval,56380,45475,-10905
Olivier Baroux,43680,32738,-10942
Paul Ziller,16993,5979,-11014
Robert Harmon,257807,246789,-11018
Riri Riza,25729,14697,-11032
Matthew Leutwyler,95779,84644,-11135
Bettina Oberli,23910,12747,-11163
Kevin Tenney,30341,19130,-11211
Szabolcs Hajdu,35504,24243,-11261
Jaime Humberto Hermosillo,14236,2975,-11261
Tetsuo Yajima,74553,63225,-11328
Jared Cohn,31029,19666,-11363
Philippe Le Guay,38276,26839,-11437
Marc Fitoussi,28723,17240,-11483
Peter Timm,16430,4935,-11495
Mohamed Hamidi,40455,28855,-11600
Tomasz Wasilewski,62732,51090,-11642
Leste Chen,50767,39119,-11648
Pavel Lungin,33688,21747,-11941
Curtis Crawford,19683,7720,-11963
Jirí Vejdelek,20165,8200,-11965
Michael Landon Jr.,47822,35853,-11969
Brett Morgen,260052,248041,-12011
Karen Shakhnazarov,21600,9575,-12025
Robert Jan Westdijk,56700,44642,-12058
Dzhanik Fayziev,77695,65350,-12345
Julio Medem,107610,95263,-12347
Leigh Scott,21659,9254,-12405
Mick Davis,102370,89919,-12451
Simon Staho,28115,15642,-12473
Arne Lindtner Næss,15028,2485,-12543
Benoît Jacquot,31743,19167,-12576
Daniel Cohen,185826,173205,-12621
Takashi Ishii,21165,8466,-12699
Benson Lee,169466,156546,-12920
Alexandre O. Philippe,75639,62660,-12979
Davide Ferrario,15817,2745,-13072
Shimon Dotan,18205,5120,-13085
Dennis Dimster,72685,59590,-13095
Martin Sulík,24468,11370,-13098
Rich Christiano,44598,31484,-13114
Yutaka Ikejima,14075,902,-13173
Marco Kreuzpaintner,340875,327700,-13175
Naoyuki Tomomatsu,16856,3595,-13261
Regardt van den Bergh,34716,20969,-13747
Lone Scherfig,141652,127725,-13927
Montxo Armendáriz,35855,21886,-13969
Shô Tsukikawa,30983,17006,-13977
Philippe Muyl,44322,30105,-14217
Lucrecia Martel,190833,176508,-14325
Hasan Karacadag,106597,92205,-14392
Gianni Amelio,43790,29176,-14614
Sean Garrity,55203,40538,-14665
Marius Vaysberg,30893,16185,-14708
Billy Hin-Shing Tang,16726,1862,-14864
Bohdan Sláma,29791,14875,-14916
Scud,23992,8647,-15345
Jonathan Jakubowicz,240790,225275,-15515
Keith Gordon,233003,217480,-15523
Marc Levin,30667,15082,-15585
Alex Ranarivelo,54119,38442,-15677
Andrew Stevens,27383,11634,-15749
Tsutomu Hanabusa,26340,10581,-15759
Ivan I. Tverdovskiy,28643,12777,-15866
Allison Anders,104443,88503,-15940
Gray Hofmeyr,27329,11365,-15964
Ed Gass-Donnelly,279962,263870,-16092
Aleksey Fedorchenko,32142,15865,-16277
Alejandro Fernández Almendras,25501,9224,-16277
Marcos Carnevale,51062,34762,-16300
Cybil Richards,19763,3270,-16493
Carol Morley,135025,118470,-16555
Veit Helmer,39220,22607,-16613
Ki-hyeong Park,41292,24673,-16619
Jamie Luk,17484,762,-16722
Deepa Mehta,58843,42089,-16754
Patryk Vega,43968,27183,-16785
Raj Kanwar,85624,68828,-16796
Kim Ki-duk,36307,19509,-16798
Worth Keeter,25997,9021,-16976
Sergey A.,22382,5341,-17041
Poj Arnon,19713,2628,-17085
Neri Parenti,34814,17693,-17121
Marc Rothemund,82959,65775,-17184
Alexandra Leclère,43898,26678,-17220
Paul Matthews,31257,13995,-17262
Roger Christian,67199,49933,-17266
Friðrik Þór Friðriksson,29164,11868,-17296
Fred Gallo,24125,6745,-17380
George Ratliff,238702,220650,-18052
Greydon Clark,32953,14791,-18162
Fruit Chan,45975,27432,-18543
Lina Wertmüller,24855,6146,-18709
Jianqi Huo,23868,5075,-18793
Paul Tanter,29366,10418,-18948
Bruce La Bruce,36433,17452,-18981
Philip Gröning,32879,13894,-18985
David DeCoteau,23305,4190,-19115
Clay Glen,33500,14264,-19236
Dick Maas,89554,69988,-19566
Jean van de Velde,50342,30752,-19590
Gakuryû Ishii,24604,4913,-19691
Marc Meyers,172972,153025,-19947
Lloyd A. Simandl,23720,3768,-19952
Ron Mann,39253,19249,-20004
Tanit Jitnukul,32067,11727,-20340
Tudor Giurgiu,74194,53667,-20527
Gary Wheeler,36764,15998,-20766
Oxide Chun Pang,25452,4544,-20908
Leslye Headland,1223475,1202500,-20975
Clifton Ko,23774,2797,-20977
Isao Yukisada,42492,21354,-21138
Sabu,37510,16317,-21193
Jing Wong,42932,21576,-21356
Olaf Ittenbach,38056,16540,-21516
Andrucha Waddington,39076,17540,-21536
Eugene Jarecki,94730,73120,-21610
Alexey Nuzhny,54464,32609,-21855
Todd Graff,262685,240793,-21892
Kriv Stenders,236552,214636,-21916
Indra Kumar,156069,134081,-21988
Éric Besnard,91111,69101,-22010
Agustí Villaronga,73739,51708,-22031
Seong-gang Lee,22800,750,-22050
Søren Kragh-Jacobsen,53007,30785,-22222
Mehdi Ben Attia,55675,33373,-22302
Sandy Tung,49713,27356,-22357
Åke Sandgren,40682,18314,-22368
Jingle Ma,31932,9543,-22389
Hermine Huntgeburth,40939,18463,-22476
Eliseo Subiela,83726,60816,-22910
Kanti Shah,23640,624,-23016
Andrey Kravchuk,125773,102617,-23156
Claudia Llosa,128260,104996,-23264
Icíar Bollaín,76364,53081,-23283
Benedict Andrews,282783,259375,-23408
Sturla Gunnarsson,82856,59196,-23660
Asia Argento,99715,76027,-23688
Michael McGowan,167903,144153,-23750
Jayson Thiessen,199825,175981,-23844
Joachim Masannek,37215,13369,-23846
Rémi Bezançon,143867,119925,-23942
Rob Williams,43317,19308,-24009
Will Wernick,348900,324875,-24025
Kôki Mitani,40528,16390,-24138
Sven Taddicken,38053,13640,-24413
Michel Ocelot,51645,27139,-24506
Brian Trenchard-Smith,124059,99235,-24824
Lynn Shelton,167872,142882,-24990
Gillies MacKinnon,71350,46311,-25039
Yûichi Fukuda,37673,12585,-25088
Marie-Castille Mention-Schaar,38907,13549,-25358
Philippe Grandrieux,32512,6784,-25728
Shinji Aoyama,33576,7789,-25787
Argyris Papadimitropoulos,168051,142150,-25901
Goran Paskaljevic,39207,13232,-25975
Julian Richards,45619,19510,-26109
Damian Lee,78685,52528,-26157
Mary McGuckian,35379,9134,-26245
Gaspar Noé,646825,620545,-26280
Bart Layton,1264325,1237850,-26475
Isshin Inudô,30987,4290,-26697
Jeffrey Lau,34892,7671,-27221
Imanol Uribe,44317,16930,-27387
Daisuke Nishio,199531,172027,-27504
Warren P. Sonoda,63498,35501,-27997
Antony Cordier,59150,31086,-28064
Adam Rifkin,91777,63605,-28172
Stephen Reynolds,90098,61630,-28468
Aleksi Salmenperä,49354,20592,-28762
Tobe Hooper,114952,85968,-28984
Shaad Ali,157264,128042,-29222
Karen Moncrieff,155240,125952,-29288
Darrell Roodt,51517,22074,-29443
Nonzee Nimibutr,51736,22201,-29535
Stephen Gyllenhaal,59158,29620,-29538
Quan'an Wang,44635,14856,-29779
Wladyslaw Pasikowski,70672,40650,-30022
Erik Canuel,91327,61294,-30033
Gordon Chan,74976,44931,-30045
Anders Nilsson,112585,82488,-30097
Jordan Brady,118806,88455,-30351
Petr Zelenka,37613,7100,-30513
Ryan Bellgardt,45970,15070,-30900
Yves Angelo,38426,7314,-31112
James Lapine,142505,111190,-31315
Alan Rudolph,86533,55000,-31533
Hella Joof,57739,26018,-31721
Anne Sewitsky,65203,33336,-31867
Yvan Attal,104056,72125,-31931
John McNaughton,190268,158325,-31943
Christopher Ray,47509,15560,-31949
Eduardo Rodriguez,99448,67253,-32195
Jim Wynorski,37364,5036,-32328
Jon Hess,58255,25855,-32400
Mark Rydell,161172,128591,-32581
Ulf Malmros,107995,75316,-32679
Josef Rusnak,85025,52220,-32805
Colin Theys,46247,13165,-33082
Abdellatif Kechiche,53425,20088,-33337
Thomas Balmès,104567,71185,-33382
Férid Boughedir,51875,18484,-33391
Rachid Bouchareb,111093,77700,-33393
Terry Miles,92737,59327,-33410
Mario Andreacchio,48359,14859,-33500
Nobuhiro Yamashita,43364,9826,-33538
Peter Hedges,638799,605025,-33774
John Boorman,77755,43936,-33819
Frédéric Schoendoerffer,83611,49733,-33878
Tae-gyun Kim,56679,22732,-33947
Shûichi Okita,40996,7040,-33956
John Irvin,50956,16867,-34089
Michael Radford,91924,57675,-34249
Kamal Tabrizi,52274,17845,-34429
Nicolas Boukhrief,81476,47034,-34442
Stefan Ruzowitzky,169155,134360,-34795
John Glen,80062,45004,-35058
Hitoshi Matsumoto,103396,68287,-35109
Norman Jewison,272018,236182,-35836
Youssef Chahine,57358,21398,-35960
Benito Zambrano,89543,53113,-36430
Kim Chapiron,266769,230238,-36531
Lucian Pintilie,71394,34686,-36708
Klaus Härö,73230,36158,-37072
Takehiko Shinjô,62346,25272,-37074
Sujoy Ghosh,637928,600842,-37086
Wen Jiang,166628,129333,-37295
Michael Mak,59372,22076,-37296
Hur Jin-ho,77731,40248,-37483
Adam Egypt Mortimer,174675,137172,-37503
Kimble Rendall,188814,150514,-38300
Toshiaki Toyoda,57827,19347,-38480
Pil-sung Yim,87152,48651,-38501
Marco Berger,91958,53090,-38868
Ask Hasselbalch,60725,21793,-38932
Bahman Ghobadi,208924,169976,-38948
Jun-Soo Park,100477,61429,-39048
Vicente Aranda,62162,23092,-39070
Sheldon Wilson,74555,35330,-39225
Stephan Komandarev,79993,40516,-39477
Corneliu Porumboiu,203250,163600,-39650
Yves Simoneau,73780,34079,-39701
Jill Sprecher,223646,183905,-39741
Carlos Reygadas,118596,78712,-39884
Nick Broomfield,84084,43590,-40494
Laurent Tirard,92210,51625,-40585
Sebastián Silva,158829,118213,-40616
Xavier Koller,52275,11475,-40800
Jan Sverák,64032,23051,-40981
Vlad Yudin,64252,22887,-41365
Gabriele Muccino,116396,74990,-41406
Julie Bertuccelli,70168,28700,-41468
Agustín Díaz Yanes,86988,45473,-41515
Leonardo Pieraccioni,75447,33910,-41537
Samira Makhmalbaf,69604,27369,-42235
Jake Scott,306234,263963,-42271
John Sayles,102015,59465,-42550
Mike Rohl,381106,338500,-42606
William Kaufman,126924,84294,-42630
Shamim Sarif,154913,112166,-42747
Patrik Syversen,113032,69938,-43094
Gérard Corbiau,113475,70173,-43302
Henrik Ruben Genz,61563,18118,-43445
Adrian Grunberg,2793725,2750075,-43650
Richard LaGravenese,714812,670835,-43977
Rajko Grlic,102592,58290,-44302
Michael Haneke,469525,425050,-44475
Alain Resnais,81509,36696,-44813
Jean Becker,59655,14588,-45067
Tony Gatlif,75028,29932,-45096
Hallvard Bræin,114509,69390,-45119
Jaume Balagueró,256145,210789,-45356
Nikita Mikhalkov,85153,39180,-45973
Siddique,185832,139645,-46187
Zhuangzhuang Tian,69073,22831,-46242
Puri Jagannadh,94447,47957,-46490
Daniel Auteuil,90684,44071,-46613
Christopher Hampton,134999,87793,-47206
Troy Miller,1024800,977554,-47246
Willard Carroll,196963,149668,-47295
Aaron Woodley,104830,57250,-47580
Reha Erdem,96307,48624,-47683
Jan Hrebejk,121177,73329,-47848
Peter Hyams,264373,216158,-48215
Don Roos,544500,496100,-48400
Alexandre Rockwell,77533,29036,-48497
Hong-Seung Yoon,67418,17320,-50098
Étienne Chatiliez,85221,35075,-50146
Avi Nesher,66439,16236,-50203
Katja von Garnier,69729,19286,-50443
Greg Beeman,146920,96206,-50714
Donald Petrie,488701,437800,-50901
Sarah Gavron,621945,570981,-50964
David L. Cunningham,222557,171508,-51049
York Alec Shackleton,183248,132168,-51080
Pablo Berger,207885,156795,-51090
Nicole Conn,120066,68825,-51241
Debbie Isitt,158585,107158,-51427
Josh Boone,2302725,2251250,-51475
David Price,147265,95345,-51920
Ruba Nadda,119349,66500,-52849
Dennis Bots,65723,12747,-52976
Yuriy Bykov,118263,65075,-53188
Michael Moore,450400,396386,-54014
Masayuki Ochiai,81778,27464,-54314
Carlos Saura,59228,4872,-54356
Nick Lyon,77091,22335,-54756
Jeff Kanew,127177,72389,-54788
Shin'ya Tsukamoto,90782,35410,-55372
Charles Band,65530,9924,-55606
Anne Goursaud,165267,109541,-55726
Alejandro Jodorowsky,150394,94609,-55785
Robert Vince,63401,7448,-55953
Bigas Luna,107025,51030,-55995
Matías Bize,68235,11913,-56322
Olatunde Osunsanmi,846175,788834,-57341
Alexandre Coffre,75161,17518,-57643
Bryan Singer,14941360,14883600,-57760
Anees Bazmee,158389,100420,-57969
Yves Robert,158612,100411,-58201
Catherine Breillat,92800,34308,-58492
Joe Nussbaum,451850,393275,-58575
Dover Koshashvili,65203,6272,-58931
Rigoberto Castañeda,91927,32708,-59219
Sergio Castellitto,205096,145854,-59242
Jérôme Salle,214350,155025,-59325
Colin Nutley,89100,29663,-59437
Juliusz Machulski,108111,48029,-60082
Shana Feste,246792,186700,-60092
Conor Allyn,103676,42922,-60754
Khyentse Norbu,83075,21521,-61554
Nanette Burstein,998349,936410,-61939
George Clooney,2303800,2240900,-62900
Sven Unterwaldt Jr.,69772,6341,-63431
Rick King,75908,12416,-63492
Valérie Donzelli,86315,22527,-63788
Danièle Thompson,97658,33870,-63788
Bill Bennett,117190,53308,-63882
Ava DuVernay,1261366,1197225,-64141
Richard Pearce,211434,147273,-64161
Roland Joffé,140925,76675,-64250
Rose Bosch,173484,107745,-65739
Aleksi Mäkelä,92706,26714,-65992
Suresh Krishna,90120,24083,-66037
Anthony C. Ferrante,101266,34923,-66343
Gianni Di Gregorio,95365,28443,-66922
Bruno Dumont,91361,24342,-67019
Daniel Sánchez Arévalo,181831,114591,-67240
Coline Serreau,89868,22575,-67293
Eytan Fox,123693,56008,-67685
Ron Fricke,1020756,952975,-67781
Kjell Sundvall,147538,79738,-67800
Fina Torres,189074,121198,-67876
Kenji Nagasaki,314950,247050,-67900
Kang Hyeong-cheol,136510,68575,-67935
Steve Rash,190681,122702,-67979
Jon Wright,319903,251670,-68233
Iain Softley,370665,301975,-68690
Fausto Brizzi,88755,19969,-68786
Jan Svankmajer,101505,32418,-69087
Martin Provost,124911,55525,-69386
Bill Duke,129711,60289,-69422
Mahesh Manjrekar,131827,62335,-69492
Marco Tullio Giordana,102850,33048,-69802
Alper Mestçi,111592,41551,-70041
James Marsh,408098,337875,-70223
Yen-Ping Chu,75029,4779,-70250
James Huth,108089,37483,-70606
Melanie Mayron,155575,84899,-70676
Jerzy Hoffman,125483,54201,-71282
Paul Andrew Williams,270910,199625,-71285
Dario Argento,209110,137687,-71423
Tom Hanks,1845275,1773800,-71475
Anne Wheeler,115191,43544,-71647
Anthony Waller,169900,98090,-71810
Yang Zhang,82024,10164,-71860
Sophie Fiennes,148023,76100,-71923
Pierre Morel,1850675,1778375,-72300
Kyung-taek Kwak,91218,18375,-72843
Vikram Bhatt,115279,42075,-73204
Todd Robinson,427120,353725,-73395
Cory Finley,1163775,1090375,-73400
Sébastien Lifshitz,108365,34559,-73806
Mateo Gil,182085,107773,-74312
Paddy Breathnach,127076,52668,-74408
Stewart Raffill,142134,67359,-74775
Michael Cimino,212125,137237,-74888
M.J. Bassett,320563,245125,-75438
Ron Scalpello,130605,54800,-75805
Stanislav Govorukhin,84147,8103,-76044
Heywood Gould,108771,32540,-76231
Lik-Chi Lee,90070,13800,-76270
Nick Powell,358350,281100,-77250
Ana Lily Amirpour,968575,891150,-77425
Antoinette Beumer,134446,56825,-77621
Benedek Fliegauf,132530,54868,-77662
John Henderson,91609,13552,-78057
Q. Allan Brocka,155041,76896,-78145
Shôhei Imamura,146006,67686,-78320
Nagesh Kukunoor,157623,79096,-78527
Mike Mitchell,2003850,1924850,-79000
Dominik Moll,275414,195500,-79914
Paul Mazursky,130850,50900,-79950
Lawrence Guterman,1567100,1487075,-80025
Jeremy Sims,157217,77159,-80058
Lee Tamahori,923575,843240,-80335
Pat Holden,199903,119415,-80488
Lee Joon-ik,110592,29470,-81122
François Girard,201011,119097,-81914
Klim Shipenko,198009,116040,-81969
Christophe Honoré,141384,59375,-82009
Noboru Iguchi,88235,6000,-82235
Dmitriy Dyachenko,126249,43321,-82928
Dean Parisot,1412554,1329600,-82954
Hayao Miyazaki,2566475,2483250,-83225
Erick Zonca,187355,104118,-83237
Luis Mandoki,223925,140580,-83345
Jason Connery,134090,50446,-83644
Peter Greenaway,159705,75994,-83711
Marina de Van,155548,71696,-83852
Adam Gierasch,191286,106558,-84728
Silvio Soldini,103456,18468,-84988
Alain Corneau,191283,106189,-85094
Tony Randel,91130,5376,-85754
Santosh Sivan,117819,32024,-85795
Régis Roinsard,318350,232450,-85900
Jafar Panahi,206600,120650,-85950
Jeff Baena,598175,511725,-86450
José Luis Cuerda,123006,35051,-87955
Ye Lou,124141,35521,-88620
Gautham Vasudev Menon,189062,99249,-89813
Tsai Ming-liang,134669,44407,-90262
Junji Shimizu,131040,39077,-91963
Stefan Schwartz,158430,66381,-92049
Michael J. Gallagher,194296,101572,-92724
Bruce McCulloch,239290,145919,-93371
Srdan Golubovic,185522,91567,-93955
Mikkel Brænne Sandemose,144590,50559,-94031
Josiane Balasko,111780,16580,-95200
Rick Rosenthal,700501,604945,-95556
Émile Gaudreault,116335,19599,-96736
Hart Bochner,332349,235067,-97282
Ole Bornedal,460819,363065,-97754
Zaza Urushadze,690505,592627,-97878
Woo-seok Yang,180655,82437,-98218
Kim Seong-hun,366794,268541,-98253
Joe Lynch,522560,424181,-98379
Urszula Antoniak,108933,10507,-98426
Michael Herbig,433090,334600,-98490
Ferzan Özpetek,168452,69495,-98957
Carlos Sorin,123660,23645,-100015
Pan Nalin,141967,41250,-100717
Takeshi Kitano,181752,80990,-100762
Joo-hwan Kim,207988,106300,-101688
Sam Garbarski,135752,32095,-103657
Giorgio Serafini,121884,18217,-103667
Arne Glimcher,220079,115817,-104262
Éric Rohmer,147706,42780,-104926
Bronwen Hughes,277475,171671,-105804
Frédéric Fonteyne,132078,25407,-106671
Hans-Christian Schmid,136104,28784,-107320
Andrés Wood,145136,37028,-108108
Peter Markle,138362,29852,-108510
Mahsun Kirmizigül,294689,186172,-108517
Arthur Hiller,216300,107639,-108661
Nadia Tass,130240,21312,-108928
Richard Eyre,479100,369750,-109350
Shane Abbess,358679,249047,-109632
Marleen Gorris,181446,70523,-110923
Robert Townsend,189727,78724,-111003
Mandie Fletcher,227949,116733,-111216
Alain Berbérian,186630,75080,-111550
Steven R. Monroe,126782,15106,-111676
Sebastián Borensztein,432875,321025,-111850
Lloyd Kaufman,161164,49282,-111882
Damian Harris,199450,87485,-111965
Arlene Sanford,295876,183258,-112618
Michael Ritchie,202625,89144,-113481
Vicente Amorim,129970,15190,-114780
Blake Edwards,263475,148325,-115150
Philippe Martinez,177548,62317,-115231
Ram Gopal Varma,133339,16954,-116385
Sean Penn,255040,138525,-116515
Daniel Grou,153232,36344,-116888
Colin Minihan,330061,212684,-117377
Tom DiCillo,316379,198995,-117384
John Herzfeld,544800,427150,-117650
Mark Waters,285915,168240,-117675
Sundar C.,141812,23816,-117996
Arnaud des Pallières,184828,65595,-119233
Ludovic Bernard,154625,34647,-119978
Daniel Stamm,1098214,978075,-120139
William Butler,135604,14977,-120627
Radu Mihaileanu,173682,51570,-122112
Denis Dercourt,133638,11437,-122201
Timo Tjahjanto,514472,391934,-122538
Niall Johnson,153583,30311,-123272
Miguel Ángel Vivas,260634,137036,-123598
Oliver Parker,267952,144120,-123832
Aaron Norris,204275,79951,-124324
Steve Buscemi,438356,313754,-124602
Enrique Gato,228225,103300,-124925
Costa-Gavras,279372,153453,-125919
Sarah Polley,577750,450549,-127201
Lisa Azuelos,161936,34039,-127897
Bob Odenkirk,452606,324225,-128381
Lucía Puenzo,323420,194825,-128595
Franc. Reyes,177209,47966,-129243
Justin Kelly,187728,58345,-129383
William H. Macy,446860,316832,-130028
Tarsem Singh,2734850,2602150,-132700
William Dear,192900,59651,-133249
Prakash Jha,272555,138537,-134018
Pen-Ek Ratanaruang,161302,26822,-134480
Chris Sivertson,324671,188971,-135700
Mike Leigh,447130,311064,-136066
Mikkel Nørgaard,527298,390526,-136772
Kike Maíllo,229890,93000,-136890
Chris Kraus,165638,26820,-138818
Claude Sautet,266900,126975,-139925
Mani Ratnam,281779,140205,-141574
Nicole Kassell,885925,743525,-142400
Dennis Hopper,339500,193565,-145935
Rolf de Heer,201500,54752,-146748
Jon Knautz,235426,88305,-147121
Seth Grossman,356916,209468,-147448
A.L. Vijay,161325,13610,-147715
Alain Berliner,217073,69292,-147781
Jonathan Sobol,410670,262562,-148108
John Dahl,633125,484759,-148366
Vic Sarin,181756,32764,-148992
Priyadarshan,180029,30346,-149683
Brian Gilbert,369900,219626,-150274
Tommy Lee Jones,1048225,897125,-151100
Vondie Curtis-Hall,415650,263750,-151900
Woody Allen,390969,238825,-152144
Charlie McDowell,1091350,939150,-152200
Shunji Iwai,173944,21213,-152731
Paolo Sorrentino,296917,143657,-153260
Masayuki Suô,175658,21887,-153771
Vaughn Stein,636825,483025,-153800
Jim Wilson,199359,45481,-153878
Steve Miner,280338,126246,-154092
Julien Temple,189831,35736,-154095
Tobias Lindholm,436425,280675,-155750
Shinji Aramaki,463925,307345,-156580
Grímur Hákonarson,198675,41725,-156950
Sarik Andreasyan,189712,32008,-157704
Eleanor Coppola,244825,85365,-159460
Aleksandr Kott,232138,72540,-159598
John Schultz,368494,206890,-161604
Víctor Garcia,239156,77089,-162067
Kiyoshi Kurosawa,215527,53239,-162288
Takashi Yamazaki,237631,74262,-163369
Florent-Emilio Siri,223147,58519,-164628
James Toback,218025,51351,-166674
James Kent,764250,597325,-166925
Carl Schenkel,221171,52258,-168913
